region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Hungary,0.84 (0.64 -- 1),0.84,0.84,0.11,0.64,0.76,0.82,0.87,0.91,1,Effective reproduction no.,Likely decreasing,0.94
Denmark,0.83 (0.59 -- 1),0.83,0.83,0.14,0.59,0.73,0.8,0.87,0.92,1,Effective reproduction no.,Likely decreasing,0.91
Estonia,0.83 (0.6 -- 1),0.83,0.82,0.14,0.6,0.73,0.79,0.86,0.91,1,Effective reproduction no.,Likely decreasing,0.92
Belgium,0.78 (0.63 -- 0.95),0.78,0.78,0.096,0.63,0.72,0.76,0.8,0.84,0.95,Effective reproduction no.,Decreasing,0.98
Austria,0.76 (0.57 -- 0.93),0.76,0.76,0.11,0.57,0.69,0.73,0.79,0.84,0.93,Effective reproduction no.,Decreasing,0.99
Romania,0.76 (0.59 -- 0.93),0.76,0.76,0.1,0.59,0.69,0.73,0.78,0.83,0.93,Effective reproduction no.,Decreasing,0.99
Slovenia,0.75 (0.54 -- 0.98),0.75,0.75,0.13,0.54,0.66,0.72,0.78,0.85,0.98,Effective reproduction no.,Decreasing,0.96
Poland,0.74 (0.58 -- 0.91),0.74,0.74,0.11,0.58,0.67,0.71,0.77,0.81,0.91,Effective reproduction no.,Decreasing,0.99
Czechia,0.72 (0.57 -- 0.88),0.72,0.72,0.092,0.57,0.65,0.69,0.74,0.78,0.88,Effective reproduction no.,Decreasing,1
Slovakia,0.72 (0.42 -- 0.99),0.72,0.72,0.18,0.42,0.6,0.67,0.77,0.85,0.99,Effective reproduction no.,Decreasing,0.95
Italy,0.69 (0.53 -- 0.92),0.69,0.71,0.12,0.53,0.62,0.67,0.72,0.78,0.92,Effective reproduction no.,Decreasing,0.99
Germany,0.63 (0.53 -- 0.75),0.63,0.63,0.069,0.53,0.59,0.61,0.65,0.67,0.75,Effective reproduction no.,Decreasing,1
